acc,disprot_id,organism,ncbi_taxon_id,group,protein_name,gene,length,seq_len_check,n_regions,n_disorder_res_D,n_disorder_res_D_or_S,D_exp,D_exp_ambiguous,disorder_content_source,af_very_low_content,af_available,has_ambiguous_S,uniparc,uniref50,released,source_file
P78504,DP00418,Homo sapiens,9606,Human,Protein jagged-1,JAG1,1218,1218,21,125,125,0.10262725779967159,0.10262725779967159,0.10262725779967159,0.13218390804597702,True,False,UPI00000498B5,UniRef50_P78504,2016_10,disprot_taxon_9606_homo_sapiens.json
Q96T21,DP00420,Homo sapiens,9606,Human,Selenocysteine insertion sequence-binding protein 2,SECISBP2,854,854,6,679,679,0.7950819672131147,0.7950819672131147,0.7950819672131147,0.6451990632318502,True,False,UPI000004EC79,UniRef50_Q96T21,2016_10,disprot_taxon_9606_homo_sapiens.json
P53350,DP00428,Homo sapiens,9606,Human,Serine/threonine-protein kinase PLK1,PLK1,603,603,11,18,18,0.029850746268656716,0.029850746268656716,0.029850746268656716,0.14593698175787728,True,False,UPI0000131BF9,UniRef50_P53350,2016_10,disprot_taxon_9606_homo_sapiens.json
P43351,DP00437,Homo sapiens,9606,Human,DNA repair protein RAD52 homolog,RAD52,418,418,1,23,23,0.05502392344497608,0.05502392344497608,0.05502392344497608,0.41148325358851673,True,False,UPI0000133035,UniRef50_P43351,2016_10,disprot_taxon_9606_homo_sapiens.json
Q14191,DP00443,Homo sapiens,9606,Human,Werner syndrome ATP-dependent helicase,WRN,1432,1432,13,29,29,0.020251396648044692,0.020251396648044692,0.020251396648044692,0.3128491620111732,True,False,UPI000013E49D,UniRef50_Q14191,2016_10,disprot_taxon_9606_homo_sapiens.json
P02511,DP00445,Homo sapiens,9606,Human,Alpha-crystallin B chain,CRYAB,175,175,13,25,25,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.13142857142857142,True,False,UPI0000173D33,UniRef50_P02511,2016_10,disprot_taxon_9606_homo_sapiens.json
Q9Y613,DP00448,Homo sapiens,9606,Human,FH1/FH2 domain-containing protein 1,FHOD1,1164,1164,6,61,61,0.05240549828178694,0.05240549828178694,0.05240549828178694,0.32216494845360827,True,False,UPI000012A737,UniRef50_Q9Y613,2016_10,disprot_taxon_9606_homo_sapiens.json
Q9Y3D6,DP00457,Homo sapiens,9606,Human,Mitochondrial fission 1 protein,FIS1,152,152,4,25,25,0.16447368421052633,0.16447368421052633,0.16447368421052633,0.11842105263157894,True,False,UPI0000073ACD,UniRef50_Q9Y3D6,2016_10,disprot_taxon_9606_homo_sapiens.json
Q13485,DP00464,Homo sapiens,9606,Human,Mothers against decapentaplegic homolog 4,SMAD4,552,552,9,0,0,0.0,0.0,0.0,0.33152173913043476,True,False,UPI0000053431,UniRef50_Q13485,2016_10,disprot_taxon_9606_homo_sapiens.json
P04156,DP00466,Homo sapiens,9606,Human,Major prion protein,PRNP,253,253,12,102,102,0.4031620553359684,0.4031620553359684,0.4031620553359684,0.391304347826087,True,False,UPI0000033C27,UniRef50_P04156,2016_10,disprot_taxon_9606_homo_sapiens.json
P25963,DP00468,Homo sapiens,9606,Human,NF-kappa-B inhibitor alpha,NFKBIA,317,317,2,108,108,0.34069400630914826,0.34069400630914826,0.34069400630914826,0.138801261829653,True,False,UPI000004F0A9,UniRef50_P25963,2016_10,disprot_taxon_9606_homo_sapiens.json
P50542,DP00472,Homo sapiens,9606,Human,Peroxisomal targeting signal 1 receptor,PEX5,639,639,35,324,324,0.5070422535211268,0.5070422535211268,0.5070422535211268,0.28012519561815336,True,False,UPI000016A16C,UniRef50_P50542,2016_10,disprot_taxon_9606_homo_sapiens.json
Q49AN0,DP00473,Homo sapiens,9606,Human,Cryptochrome-2,CRY2,593,593,9,104,104,0.17537942664418213,0.17537942664418213,0.17537942664418213,0.16863406408094436,True,False,UPI000056F15D,UniRef50_Q9R194,2016_10,disprot_taxon_9606_homo_sapiens.json
Q9UBE0,DP00485,Homo sapiens,9606,Human,SUMO-activating enzyme subunit 1,SAE1,346,346,20,96,96,0.2774566473988439,0.2774566473988439,0.2774566473988439,0.049132947976878616,True,False,UPI0000037725,UniRef50_Q9UBE0,2016_10,disprot_taxon_9606_homo_sapiens.json
Q9UBT2,DP00486,Homo sapiens,9606,Human,SUMO-activating enzyme subunit 2,UBA2,640,640,11,148,148,0.23125,0.23125,0.23125,0.1203125,True,False,UPI0000073E4E,UniRef50_Q9UBT2,2016_10,disprot_taxon_9606_homo_sapiens.json
P10275,DP00492,Homo sapiens,9606,Human,Androgen receptor,AR,920,920,40,537,537,0.5836956521739131,0.5836956521739131,0.5836956521739131,0.5804347826086956,True,False,UPI000016A2D9,UniRef50_P10275,2016_10,disprot_taxon_9606_homo_sapiens.json
P04234,DP00505,Homo sapiens,9606,Human,T-cell surface glycoprotein CD3 delta chain,CD3D,171,171,7,66,66,0.38596491228070173,0.38596491228070173,0.38596491228070173,0.04678362573099415,True,False,UPI0000127356,UniRef50_P04234,2016_10,disprot_taxon_9606_homo_sapiens.json
P07766,DP00506,Homo sapiens,9606,Human,T-cell surface glycoprotein CD3 epsilon chain,CD3E,207,207,7,87,87,0.42028985507246375,0.42028985507246375,0.42028985507246375,0.15942028985507245,True,False,UPI000017704B,UniRef50_P07766,2016_10,disprot_taxon_9606_homo_sapiens.json
P09693,DP00508,Homo sapiens,9606,Human,T-cell surface glycoprotein CD3 gamma chain,CD3G,182,182,7,67,67,0.36813186813186816,0.36813186813186816,0.36813186813186816,0.038461538461538464,True,False,UPI000012735F,UniRef50_P09693,2016_10,disprot_taxon_9606_homo_sapiens.json
P30273,DP00509,Homo sapiens,9606,Human,High affinity immunoglobulin epsilon receptor subunit gamma,FCER1G,86,86,3,21,21,0.2441860465116279,0.2441860465116279,0.2441860465116279,0.011627906976744186,True,False,UPI0000052756,UniRef50_P30273,2016_10,disprot_taxon_9606_homo_sapiens.json
O60356,DP00510,Homo sapiens,9606,Human,Nuclear protein 1,NUPR1,82,82,15,82,82,1.0,1.0,1.0,0.06097560975609756,True,False,UPI000013106F,UniRef50_O60356,2016_10,disprot_taxon_9606_homo_sapiens.json
P52179,DP00517,Homo sapiens,9606,Human,Myomesin-1,MYOM1,1685,1685,6,96,96,0.05697329376854599,0.05697329376854599,0.05697329376854599,0.2747774480712166,True,False,UPI000012FB8B,UniRef50_P52179,2016_10,disprot_taxon_9606_homo_sapiens.json
P25054,DP00519,Homo sapiens,9606,Human,Adenomatous polyposis coli protein,APC,2843,2843,28,583,583,0.2050650721069293,0.2050650721069293,0.2050650721069293,,False,False,UPI000013CF60,UniRef50_P25054,2016_10,disprot_taxon_9606_homo_sapiens.json
Q969F2,DP00520,Homo sapiens,9606,Human,Protein naked cuticle homolog 2,NKD2,451,451,8,217,217,0.4811529933481153,0.4811529933481153,0.4811529933481153,0.4678492239467849,True,False,UPI0000073E19,UniRef50_Q969F2,2016_10,disprot_taxon_9606_homo_sapiens.json
O95997,DP00521,Homo sapiens,9606,Human,Securin,PTTG1,202,202,15,202,202,1.0,1.0,1.0,0.1782178217821782,True,False,UPI0000044DCB,UniRef50_O95997,2016_10,disprot_taxon_9606_homo_sapiens.json
O43236-1,DP00537,Homo sapiens,9606,Human,Septin-4,SEPTIN4,478,478,3,119,119,0.2489539748953975,0.2489539748953975,0.2489539748953975,0.24476987447698745,True,False,UPI000013585C,UniRef50_O43236,2016_10,disprot_taxon_9606_homo_sapiens.json
P51608,DP00539,Homo sapiens,9606,Human,Methyl-CpG-binding protein 2,MECP2,486,486,25,393,393,0.808641975308642,0.808641975308642,0.808641975308642,0.41358024691358025,True,False,UPI000012EEA5,UniRef50_P51608,2016_10,disprot_taxon_9606_homo_sapiens.json
Q14061,DP00543,Homo sapiens,9606,Human,Cytochrome c oxidase copper chaperone,COX17,63,63,24,63,63,1.0,1.0,1.0,0.20634920634920634,True,False,UPI000013D132,UniRef50_Q14061,2016_10,disprot_taxon_9606_homo_sapiens.json
Q9NX55,DP00546,Homo sapiens,9606,Human,Huntingtin-interacting protein K,HYPK,121,121,10,121,121,1.0,1.0,1.0,0.17829457364341086,True,False,UPI000006E16A,UniRef50_Q9NX55,2016_10,disprot_taxon_9606_homo_sapiens.json
O00488,DP00549,Homo sapiens,9606,Human,Zinc finger protein 593,ZNF593,134,134,5,74,116,0.5522388059701493,0.8656716417910447,0.8656716417910447,0.12686567164179105,True,True,UPI000013C483,UniRef50_O00488,2016_10,disprot_taxon_9606_homo_sapiens.json
P16860,DP00551,Homo sapiens,9606,Human,Natriuretic peptides B,NPPB,134,134,3,77,77,0.5746268656716418,0.5746268656716418,0.5746268656716418,0.26865671641791045,True,False,UPI00000350A5,UniRef50_P16860,2016_10,disprot_taxon_9606_homo_sapiens.json
Q9NZ94,DP00553,Homo sapiens,9606,Human,Neuroligin-3,NLGN3,848,848,24,118,118,0.1391509433962264,0.1391509433962264,0.1391509433962264,0.27004716981132076,True,False,UPI000006E386,UniRef50_Q62889,2016_10,disprot_taxon_9606_homo_sapiens.json
Q9C000,DP00554,Homo sapiens,9606,Human,"NACHT, LRR and PYD domains-containing protein 1",NLRP1,1473,1473,2,20,20,0.013577732518669382,0.013577732518669382,0.013577732518669382,0.26272912423625255,True,False,UPI0000038309,UniRef50_Q9C000,2016_10,disprot_taxon_9606_homo_sapiens.json
Q16143,DP00555,Homo sapiens,9606,Human,Beta-synuclein,SNCB,134,134,2,134,134,1.0,1.0,1.0,0.22388059701492538,True,False,UPI000003173C,UniRef50_Q16143,2016_10,disprot_taxon_9606_homo_sapiens.json
P49354,DP00558,Homo sapiens,9606,Human,Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha,FNTA,379,379,4,66,66,0.1741424802110818,0.1741424802110818,0.1741424802110818,0.1424802110817942,True,False,UPI000013176D,UniRef50_P49354,2016_10,disprot_taxon_9606_homo_sapiens.json
Q9Y296,DP00562,Homo sapiens,9606,Human,Trafficking protein particle complex subunit 4,TRAPPC4,219,219,2,15,15,0.0684931506849315,0.0684931506849315,0.0684931506849315,0.0182648401826484,True,False,UPI0000052E23,UniRef50_Q9Y296,2016_10,disprot_taxon_9606_homo_sapiens.json
P63098,DP00565,Homo sapiens,9606,Human,Calcineurin subunit B type 1,PPP3R1,170,170,3,26,26,0.15294117647058825,0.15294117647058825,0.15294117647058825,0.047058823529411764,True,False,UPI0000110661,UniRef50_P63098,2016_10,disprot_taxon_9606_homo_sapiens.json
P09132,DP00570,Homo sapiens,9606,Human,Signal recognition particle 19 kDa protein,SRP19,144,144,3,144,144,1.0,1.0,1.0,0.14583333333333334,True,False,UPI0000135EB6,UniRef50_P09132,2016_10,disprot_taxon_9606_homo_sapiens.json
P54252,DP00576,Homo sapiens,9606,Human,Ataxin-3,ATXN3,361,361,11,188,188,0.5207756232686981,0.5207756232686981,0.5207756232686981,0.14681440443213298,True,False,UPI000014A814,UniRef50_P54252,2016_10,disprot_taxon_9606_homo_sapiens.json
P11233,DP00581,Homo sapiens,9606,Human,Ras-related protein Ral-A,RALA,206,206,11,27,27,0.13106796116504854,0.13106796116504854,0.13106796116504854,0.038834951456310676,True,False,UPI0000001C8F,UniRef50_P11233,2016_10,disprot_taxon_9606_homo_sapiens.json
P48539,DP00592,Homo sapiens,9606,Human,Calmodulin regulator protein PCP4,PCP4,62,62,4,62,62,1.0,1.0,1.0,0.016129032258064516,True,False,UPI00001697DE,UniRef50_P48539,2016_10,disprot_taxon_9606_homo_sapiens.json
Q16595,DP00607,Homo sapiens,9606,Human,"Frataxin, mitochondrial",FXN,210,210,10,26,26,0.12380952380952381,0.12380952380952381,0.12380952380952381,0.2,True,False,UPI000014E756,UniRef50_Q16595,2016_10,disprot_taxon_9606_homo_sapiens.json
Q13573,DP00608,Homo sapiens,9606,Human,SNW domain-containing protein 1,SNW1,536,536,16,71,71,0.13246268656716417,0.13246268656716417,0.13246268656716417,0.08582089552238806,True,False,UPI000000DB2D,UniRef50_Q13573,2016_10,disprot_taxon_9606_homo_sapiens.json
P30291,DP00611,Homo sapiens,9606,Human,Wee1-like protein kinase,WEE1,646,646,5,20,20,0.030959752321981424,0.030959752321981424,0.030959752321981424,0.43034055727554177,True,False,UPI000017A3FF,UniRef50_P30291,2016_10,disprot_taxon_9606_homo_sapiens.json
P02788,DP00616,Homo sapiens,9606,Human,Lactotransferrin,LTF,710,710,6,22,22,0.030985915492957747,0.030985915492957747,0.030985915492957747,0.016901408450704224,True,False,UPI000015C582,UniRef50_P02788,2016_10,disprot_taxon_9606_homo_sapiens.json
P60896,DP00617,Homo sapiens,9606,Human,26S proteasome complex subunit SEM1,SEM1,70,70,5,51,51,0.7285714285714285,0.7285714285714285,0.7285714285714285,0.05714285714285714,True,False,UPI000000162C,UniRef50_P60896,2016_10,disprot_taxon_9606_homo_sapiens.json
P00736,DP00621,Homo sapiens,9606,Human,Complement C1r subcomponent,C1R,705,705,6,113,113,0.16028368794326242,0.16028368794326242,0.16028368794326242,0.0425531914893617,True,False,UPI000186C8D3,UniRef50_P00736,2016_10,disprot_taxon_9606_homo_sapiens.json
P35638,DP00624,Homo sapiens,9606,Human,DNA damage-inducible transcript 3 protein,DDIT3,169,169,10,168,168,0.9940828402366864,0.9940828402366864,0.9940828402366864,0.30177514792899407,True,False,UPI0000000C56,UniRef50_P35638,2016_10,disprot_taxon_9606_homo_sapiens.json
P15309,DP00628,Homo sapiens,9606,Human,Prostatic acid phosphatase,ACP3,386,386,3,39,39,0.10103626943005181,0.10103626943005181,0.10103626943005181,0.054404145077720206,True,False,UPI000016AE62,UniRef50_P15309,2016_10,disprot_taxon_9606_homo_sapiens.json
O76070,DP00630,Homo sapiens,9606,Human,Gamma-synuclein,SNCG,127,127,6,127,127,1.0,1.0,1.0,0.14960629921259844,True,False,UPI0000031738,UniRef50_O76070,2016_10,disprot_taxon_9606_homo_sapiens.json
Q09472,DP00633,Homo sapiens,9606,Human,Histone acetyltransferase p300,EP300,2414,2414,6,1857,1857,0.7692626346313173,0.7692626346313173,0.7692626346313173,0.6093620546810273,True,False,UPI0000131009,UniRef50_Q09472,2016_10,disprot_taxon_9606_homo_sapiens.json
P51671,DP00641,Homo sapiens,9606,Human,Eotaxin,CCL11,97,97,3,31,31,0.31958762886597936,0.31958762886597936,0.31958762886597936,0.010309278350515464,True,False,UPI0000050AFD,UniRef50_P51671,2016_10,disprot_taxon_9606_homo_sapiens.json
P00441,DP00652,Homo sapiens,9606,Human,Superoxide dismutase [Cu-Zn],SOD1,154,154,8,26,26,0.16883116883116883,0.16883116883116883,0.16883116883116883,0.0,True,False,UPI000002D045,UniRef50_P00441,2016_10,disprot_taxon_9606_homo_sapiens.json
P32004,DP00666,Homo sapiens,9606,Human,Neural cell adhesion molecule L1,L1CAM,1257,1257,12,114,114,0.09069212410501193,0.09069212410501193,0.09069212410501193,0.1368337311058075,True,False,UPI000016ADC4,UniRef50_P32004,2016_10,disprot_taxon_9606_homo_sapiens.json
Q29983,DP00670,Homo sapiens,9606,Human,MHC class I polypeptide-related sequence A,MICA,383,383,4,10,10,0.02610966057441253,0.02610966057441253,0.02610966057441253,0.17754569190600522,True,False,UPI000008A7B0,UniRef50_Q29983,2016_10,disprot_taxon_9606_homo_sapiens.json
Q92886,DP00672,Homo sapiens,9606,Human,Neurogenin-1,NEUROG1,237,237,5,61,61,0.25738396624472576,0.25738396624472576,0.25738396624472576,0.28270042194092826,True,False,UPI0000130002,UniRef50_Q92886,2016_10,disprot_taxon_9606_homo_sapiens.json
P11171,DP00678,Homo sapiens,9606,Human,Protein 4.1,EPB41,864,864,6,65,65,0.07523148148148148,0.07523148148148148,0.07523148148148148,0.4583333333333333,True,False,UPI000002A2C8,UniRef50_P11171,2016_10,disprot_taxon_9606_homo_sapiens.json
Q99801,DP00683,Homo sapiens,9606,Human,Homeobox protein Nkx-3.1,NKX3-1,234,234,4,113,113,0.4829059829059829,0.4829059829059829,0.4829059829059829,0.29914529914529914,True,False,UPI000016B256,UniRef50_Q99801,2016_10,disprot_taxon_9606_homo_sapiens.json
Q8N488,DP00694,Homo sapiens,9606,Human,RING1 and YY1-binding protein,RYBP,228,228,12,228,228,1.0,1.0,1.0,0.09649122807017543,True,False,UPI00000723EC,UniRef50_Q8N488,2016_10,disprot_taxon_9606_homo_sapiens.json
Q9Y258,DP00696,Homo sapiens,9606,Human,C-C motif chemokine 26,CCL26,94,94,2,11,11,0.11702127659574468,0.11702127659574468,0.11702127659574468,0.02127659574468085,True,False,UPI0000049E0A,UniRef50_Q9Y258,2016_10,disprot_taxon_9606_homo_sapiens.json
P46937,DP00702,Homo sapiens,9606,Human,Transcriptional coactivator YAP1,YAP1,504,504,9,122,122,0.24206349206349206,0.24206349206349206,0.24206349206349206,0.4523809523809524,True,False,UPI000013A141,UniRef50_P46937,2016_10,disprot_taxon_9606_homo_sapiens.json
P24522,DP00704,Homo sapiens,9606,Human,Growth arrest and DNA damage-inducible protein GADD45 alpha,GADD45A,165,165,6,30,30,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.08484848484848485,True,False,UPI000012AF8C,UniRef50_P24522,2016_10,disprot_taxon_9606_homo_sapiens.json
Q15517,DP00706,Homo sapiens,9606,Human,Corneodesmosin,CDSN,529,529,7,112,112,0.21172022684310018,0.21172022684310018,0.21172022684310018,0.8998109640831758,True,False,UPI0001D147B5,UniRef50_Q15517,2016_10,disprot_taxon_9606_homo_sapiens.json
Q9UER7,DP00707,Homo sapiens,9606,Human,Death domain-associated protein 6,DAXX,740,740,8,505,505,0.6824324324324325,0.6824324324324325,0.6824324324324325,0.5486486486486486,True,False,UPI0000169890,UniRef50_Q9UER7,2016_10,disprot_taxon_9606_homo_sapiens.json
Q9Y3M2,DP00709,Homo sapiens,9606,Human,Protein chibby homolog 1,CBY1,126,126,38,91,91,0.7222222222222222,0.7222222222222222,0.7222222222222222,0.007936507936507936,True,False,UPI0000128720,UniRef50_Q9Y3M2,2016_10,disprot_taxon_9606_homo_sapiens.json
Q9UGL1,DP00712,Homo sapiens,9606,Human,Lysine-specific demethylase 5B,KDM5B,1544,1544,17,449,449,0.29080310880829013,0.29080310880829013,0.29080310880829013,0.22474093264248704,True,False,UPI000006F746,UniRef50_Q9UGL1,2016_10,disprot_taxon_9606_homo_sapiens.json
P02545,DP00716,Homo sapiens,9606,Human,Prelamin-A/C,LMNA,664,664,2,98,98,0.14759036144578314,0.14759036144578314,0.14759036144578314,0.2605421686746988,True,False,UPI000012E20D,UniRef50_P02545,2016_10,disprot_taxon_9606_homo_sapiens.json
P37231,DP00718,Homo sapiens,9606,Human,Peroxisome proliferator-activated receptor gamma,PPARG,505,505,52,299,299,0.592079207920792,0.592079207920792,0.592079207920792,0.2712871287128713,True,False,UPI0000131FED,UniRef50_P37231,2016_10,disprot_taxon_9606_homo_sapiens.json
Q13569,DP00719,Homo sapiens,9606,Human,G/T mismatch-specific thymine DNA glycosylase,TDG,410,410,8,182,182,0.44390243902439025,0.44390243902439025,0.44390243902439025,0.4024390243902439,True,False,UPI0000043B8A,UniRef50_Q13569,2016_10,disprot_taxon_9606_homo_sapiens.json
Q9UKV8,DP00736,Homo sapiens,9606,Human,Protein argonaute-2,AGO2,859,859,8,43,43,0.050058207217694994,0.050058207217694994,0.050058207217694994,0.03841676367869616,True,False,UPI000012D07E,UniRef50_Q9UKV8,2016_10,disprot_taxon_9606_homo_sapiens.json
P01160,DP00747,Homo sapiens,9606,Human,Natriuretic peptides A,NPPA,151,151,13,68,68,0.4503311258278146,0.4503311258278146,0.4503311258278146,0.23841059602649006,True,False,,UniRef50_P01160,2016_10,disprot_taxon_9606_homo_sapiens.json
P46108,DP00748,Homo sapiens,9606,Human,Adapter molecule crk,CRK,304,304,13,88,88,0.2894736842105263,0.2894736842105263,0.2894736842105263,0.2236842105263158,True,False,UPI000012845B,UniRef50_P46108,2016_10,disprot_taxon_9606_homo_sapiens.json
Q9BSY4,DP00757,Homo sapiens,9606,Human,Coiled-coil-helix-coiled-coil-helix domain-containing protein 5,CHCHD5,110,110,1,16,16,0.14545454545454545,0.14545454545454545,0.14545454545454545,0.19090909090909092,True,False,UPI0000034E2C,UniRef50_Q9BSY4,2016_10,disprot_taxon_9606_homo_sapiens.json
O00585,DP00765,Homo sapiens,9606,Human,C-C motif chemokine 21,CCL21,134,134,2,41,41,0.30597014925373134,0.30597014925373134,0.30597014925373134,0.11194029850746269,True,False,UPI0000049E0F,UniRef50_O00585,2016_10,disprot_taxon_9606_homo_sapiens.json
P15311,DP00775,Homo sapiens,9606,Human,Ezrin,EZR,586,586,9,310,310,0.5290102389078498,0.5290102389078498,0.5290102389078498,0.052901023890784986,True,False,UPI000016B2F3,UniRef50_P15311,2016_10,disprot_taxon_9606_homo_sapiens.json
P05387,DP00793,Homo sapiens,9606,Human,60S acidic ribosomal protein P2,RPLP2,115,115,4,53,53,0.4608695652173913,0.4608695652173913,0.4608695652173913,0.3217391304347826,True,False,UPI0000134258,UniRef50_P05387,2016_10,disprot_taxon_9606_homo_sapiens.json
P50616,DP00794,Homo sapiens,9606,Human,Protein Tob1,TOB1,345,345,4,230,230,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.4057971014492754,True,False,UPI00001370FB,UniRef50_P50616,2016_10,disprot_taxon_9606_homo_sapiens.json
P15382,DP00796,Homo sapiens,9606,Human,Potassium voltage-gated channel subfamily E member 1,KCNE1,129,129,6,65,65,0.5038759689922481,0.5038759689922481,0.5038759689922481,0.015503875968992248,True,False,UPI000012F141,UniRef50_P15382,2016_10,disprot_taxon_9606_homo_sapiens.json
O15273,DP00797,Homo sapiens,9606,Human,Telethonin,TCAP,167,167,6,77,77,0.46107784431137727,0.46107784431137727,0.46107784431137727,0.10778443113772455,True,False,UPI0000136BAD,UniRef50_O15273,2016_10,disprot_taxon_9606_homo_sapiens.json
P41236,DP00816,Homo sapiens,9606,Human,Protein phosphatase inhibitor 2,PPP1R2,205,205,8,156,156,0.7609756097560976,0.7609756097560976,0.7609756097560976,0.2097560975609756,True,False,UPI0000049C96,UniRef50_P41236,2016_10,disprot_taxon_9606_homo_sapiens.json
Q16186,DP00839,Homo sapiens,9606,Human,Proteasomal ubiquitin receptor ADRM1,ADRM1,407,407,8,197,197,0.48402948402948404,0.48402948402948404,0.48402948402948404,0.3488943488943489,True,False,UPI000016A952,UniRef50_Q16186,2016_10,disprot_taxon_9606_homo_sapiens.json
